"","Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","DTIRatio","HasMortgage","HasDependents","HasCoSigner","Default","edBachelor.s","edHigh.School","edMaster.s","edPhD","emptypeFull.time","emptypePart.time","emptypeSelf.employed","emptypeUnemployed","maritalDivorced","maritalMarried","maritalSingle","loanpurpAuto","loanpurpBusiness","loanpurpEducation","loanpurpHome","loanpurpOther"
"161466",29,114741,158490,710,47,4,8.53,36,0.57,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"128895",67,147011,232502,799,14,2,22.69,60,0.57,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"149764",22,142116,80910,678,67,2,15.72,48,0.21,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"248296",32,79220,222709,752,110,3,3.76,48,0.43,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"248446",42,133933,233569,377,118,2,18.18,12,0.85,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"114856",24,19028,210684,544,107,1,5.16,12,0.39,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"132429",33,88910,94304,753,42,3,8.4,12,0.39,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"250317",22,94619,171004,454,37,4,13.15,36,0.19,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"250486",56,128517,118741,575,38,1,5.92,24,0.49,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"152618",35,48575,197291,773,101,1,16.2,12,0.7,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"244944",47,110439,35854,394,54,4,24.91,48,0.65,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"39299",40,102603,227257,543,118,3,10.28,48,0.39,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"55986",54,60821,176148,625,84,2,24.07,60,0.66,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"36792",52,59147,192232,613,83,4,12.48,48,0.55,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"204611",60,20029,34940,650,109,2,20.73,48,0.73,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"107786",53,136293,139462,664,102,2,2.83,12,0.18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"137389",37,147524,101170,368,72,4,3.84,24,0.66,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"115150",61,112385,93007,825,60,3,11.86,60,0.74,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"36099",54,94765,163024,771,86,4,10.68,36,0.11,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"131578",32,33229,67882,802,33,3,9.89,24,0.21,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"99419",39,137344,183987,428,112,4,21.02,12,0.3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"215532",37,47952,157122,507,2,2,7.46,12,0.48,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"37766",38,111382,201426,485,69,3,8.64,48,0.2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"66352",29,84313,118025,781,5,3,2.42,24,0.25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"35974",44,27970,239810,490,46,3,9.81,48,0.28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"188240",20,115364,122901,775,38,2,7.72,24,0.88,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"140730",60,30670,109998,758,36,3,13.86,12,0.59,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"134899",26,83963,141300,307,95,2,3.95,36,0.68,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"99882",43,80056,138825,318,92,4,23.12,12,0.28,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"197058",67,68845,32727,683,15,1,3.47,48,0.28,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"49043",67,102745,117238,728,63,4,12.62,60,0.84,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"139284",52,98011,224677,434,62,2,11.49,36,0.65,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"148974",36,78516,30094,380,79,3,21.26,60,0.56,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"70580",66,35164,211664,718,48,2,4.38,24,0.21,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"240019",40,55752,95317,709,46,3,4.78,36,0.62,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"62083",36,52682,103732,556,65,4,11.21,60,0.12,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"242635",51,49108,87192,384,28,1,6.79,36,0.42,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"14043",50,88085,107401,447,107,3,21.2,24,0.89,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"50180",51,96742,57302,526,74,3,6.58,24,0.31,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"122439",20,81854,144210,756,118,3,6.44,48,0.3,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"79113",46,24020,38798,563,91,2,4.48,24,0.52,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"83817",50,47817,171992,415,110,3,9.63,48,0.62,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"150856",34,41230,28871,716,1,2,14.93,24,0.34,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"187475",44,46411,239738,572,63,4,12.31,60,0.43,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"191414",33,111844,200556,676,99,4,12.52,60,0.68,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"74606",23,51533,171306,678,89,1,10.27,60,0.82,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"47993",56,88444,47139,491,83,2,21.14,12,0.22,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"246520",46,135711,6745,728,53,3,2.06,24,0.17,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"224392",43,100961,71451,356,109,2,3.33,36,0.18,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"56193",58,17643,85561,489,1,1,21.64,60,0.54,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"216520",22,75336,154348,458,48,2,15.87,48,0.53,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"145634",31,138893,67963,582,57,4,16.14,60,0.73,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"92969",53,101492,35951,543,98,1,10.31,24,0.62,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"71440",67,141423,146004,829,99,1,21.34,48,0.53,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
"185621",32,58149,169080,315,98,4,5.58,48,0.4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"9660",22,27659,5159,581,11,4,14.97,60,0.34,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"48652",52,36893,74893,393,91,4,23.01,24,0.41,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"40958",19,25194,18792,411,104,3,3.73,24,0.87,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"10531",33,74220,69980,819,65,3,13.29,36,0.53,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"138445",46,144464,50788,397,23,2,15.69,48,0.87,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
"129240",55,133127,61530,330,21,3,5.82,60,0.59,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"232872",48,82186,240809,801,113,1,23.6,12,0.57,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"215627",40,15907,28577,608,64,2,21.76,48,0.14,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"187147",46,16856,164114,777,47,3,19.62,60,0.56,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"175020",40,62293,223218,733,46,3,4.91,12,0.37,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"49758",19,117810,115642,396,99,1,2.61,12,0.37,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"7756",61,49046,167093,808,29,1,3.42,24,0.8,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"174823",69,90890,59897,683,25,4,14.82,24,0.17,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"187482",50,139591,25397,369,101,4,18.35,24,0.47,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"109938",30,50118,175470,314,96,3,16.27,12,0.1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"32358",41,95152,31013,728,84,4,22.43,60,0.54,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"157749",46,69517,136774,392,31,1,5.29,60,0.67,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"30068",26,112770,81597,440,33,4,10.65,60,0.84,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"182705",59,42917,44961,481,70,1,20.14,12,0.89,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"84923",25,98609,204556,517,57,1,10.41,36,0.85,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"84526",39,19775,207725,486,43,4,15.85,12,0.11,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"61590",64,78103,229017,513,103,2,10.01,12,0.52,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"56720",41,97379,235175,653,85,2,18.46,60,0.2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"175319",29,131189,229832,695,110,4,20.01,24,0.29,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"96816",68,97327,40527,304,57,3,23.68,24,0.71,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"68337",21,125515,52077,825,92,4,7.87,24,0.58,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"118272",33,91744,67815,475,33,3,3.79,60,0.76,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"150382",40,77817,68466,395,25,2,21.18,60,0.85,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"215292",63,58512,54936,822,71,1,11.99,60,0.61,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"232995",51,124616,102221,303,56,4,21.66,12,0.57,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"13414",18,95472,170047,335,25,2,15.12,12,0.74,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"104537",46,110702,193282,594,14,1,22.54,12,0.34,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"34526",58,138316,48862,506,105,4,22.79,36,0.83,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"32131",28,49069,67149,319,48,3,4.51,36,0.12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"64635",55,120514,154867,800,115,1,3.02,48,0.19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"143687",56,70072,133136,643,93,3,4.01,60,0.22,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"86582",58,66773,116401,435,10,3,4.15,60,0.83,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"108389",54,139782,78245,488,49,3,2.81,24,0.89,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"181120",46,146561,70332,558,23,2,12.32,12,0.18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"172177",54,110553,234613,379,68,3,14.88,48,0.1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"157047",69,111728,141096,422,83,3,22.08,60,0.17,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"143839",62,39974,95667,841,108,3,24.64,24,0.35,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"218210",31,32081,110045,449,53,3,21.29,24,0.65,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"22615",31,142773,185454,599,2,1,5.2,36,0.68,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"46771",69,50735,19871,637,12,1,23.55,48,0.33,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"201882",60,146999,241835,654,64,1,4.52,24,0.21,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"179811",42,147565,184339,346,51,2,6.28,24,0.55,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"62917",35,64395,78570,327,63,4,16.5,60,0.16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"190476",44,20924,88099,355,54,2,8.24,36,0.22,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"254546",28,112315,229596,551,78,2,24.23,36,0.39,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"53737",26,115444,206158,623,22,1,13.08,48,0.53,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"85355",28,15084,151223,436,100,3,20.13,48,0.62,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"218795",23,75763,211757,451,59,1,6.54,36,0.83,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"195855",53,29510,155137,812,77,4,22.57,60,0.1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"18172",66,128523,222131,683,15,3,7.52,36,0.17,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"122974",69,116369,176318,531,64,4,10.59,36,0.41,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"182785",41,109688,110159,816,118,4,20.5,48,0.16,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"87408",48,27018,246116,624,62,4,3.18,12,0.76,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"149944",58,53964,217321,636,83,1,10.32,36,0.85,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"76324",39,30590,249107,376,65,4,10.3,48,0.65,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"107495",56,82132,121766,521,25,2,5.3,24,0.47,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"51304",42,116307,113421,767,50,1,13.76,36,0.12,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"237847",49,146883,175408,702,24,4,10.26,24,0.86,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"145590",48,83671,133451,607,42,3,5.69,24,0.35,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"165157",26,89736,32921,498,76,3,23.61,12,0.73,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"96949",35,51464,9200,848,25,2,8.42,48,0.18,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"9411",53,62243,126892,512,93,4,23.6,24,0.13,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"106650",51,129024,194056,717,63,3,14.58,48,0.82,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"52950",32,44953,70808,793,68,1,4.05,24,0.72,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"209464",54,137088,159261,525,117,2,2.63,48,0.5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"42924",68,128260,190187,455,2,3,11.08,12,0.28,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"184362",21,59418,59994,694,45,2,20.82,48,0.55,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"46319",47,108669,207143,698,28,4,6.82,36,0.55,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"117305",51,112287,202349,531,1,2,2.35,12,0.29,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"119534",51,143765,136664,426,39,3,21.46,24,0.26,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"94450",34,37185,190119,553,119,4,18.29,36,0.84,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"74202",60,43965,31857,628,115,3,20.2,48,0.88,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"74803",66,35476,90078,310,53,3,13.28,12,0.86,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"1122",54,59696,146991,561,5,3,5.94,48,0.42,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"210847",53,102849,82022,336,1,2,11.12,24,0.67,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"227414",41,146670,147156,331,79,1,20.04,24,0.58,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"168187",62,59097,67264,754,71,2,20.4,60,0.59,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"161355",34,124407,185470,612,106,2,23.33,24,0.63,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"136547",30,149758,240889,365,8,2,3.61,36,0.47,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"175161",41,121318,221941,511,65,2,21.65,48,0.73,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"231294",43,122977,232140,747,105,3,11.13,36,0.78,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"79208",43,134783,186275,491,74,1,17.17,60,0.32,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"243916",64,145392,28205,724,103,2,22.99,12,0.61,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"118785",30,77591,169855,592,13,2,15.35,48,0.58,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"47155",25,98996,179821,532,44,3,5.73,36,0.4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"116931",51,130272,136655,498,73,2,21.81,48,0.75,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"123448",26,68541,237019,830,18,4,4.76,12,0.29,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"109424",51,45868,245998,701,66,1,8.66,24,0.86,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"213816",23,111937,140122,408,97,3,15.96,48,0.15,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"103809",68,117134,128545,453,50,4,11.28,60,0.22,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"196240",31,130742,242974,636,84,2,5.17,60,0.7,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"161920",43,136964,26367,657,90,4,10.52,36,0.83,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"219832",23,43122,26933,328,22,2,7.48,24,0.33,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"69211",65,144405,223276,414,78,4,20.22,36,0.32,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
"77305",60,72683,203054,387,89,1,21.07,36,0.57,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"22005",40,70077,23910,371,98,1,20.17,24,0.82,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
"133581",69,137975,17155,685,31,1,7.9,48,0.82,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"25233",26,19651,82001,704,111,2,12.82,24,0.65,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"100621",44,126236,199469,820,98,2,12.26,24,0.47,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"224751",68,118982,80817,712,23,2,12.59,12,0.24,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"234415",56,16870,85899,567,23,3,15.79,60,0.28,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"237733",52,72966,51482,723,37,4,12.75,48,0.66,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"161487",65,58709,10727,440,15,4,2.47,24,0.48,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"48641",64,51152,103597,618,57,1,18.59,48,0.51,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"194629",31,79722,22050,579,26,1,9.78,24,0.79,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"46744",48,20587,178960,404,98,1,11.73,60,0.32,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"215040",45,48525,227163,707,117,4,21.88,60,0.87,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"238505",60,59937,69024,722,27,4,12.19,12,0.57,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"233542",28,82441,139088,833,56,2,21.76,24,0.39,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"107382",49,144151,240519,304,52,3,4.01,36,0.83,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"145873",54,128382,231803,654,25,1,15.19,24,0.77,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"199776",39,135688,187190,550,22,2,8.53,36,0.42,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"136823",33,110076,174635,723,116,1,18.02,48,0.62,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"15572",62,77092,230768,423,100,1,23.94,24,0.17,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"164528",28,143829,28382,590,49,1,2.15,48,0.26,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"116542",25,25879,49332,654,6,2,13.99,12,0.18,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"158406",40,141610,74748,577,60,3,8.45,48,0.31,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"223593",41,112563,163848,709,35,1,10.28,36,0.82,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"254931",20,25027,150327,823,31,3,3.33,12,0.59,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"61380",58,43109,209477,801,29,1,22.49,24,0.29,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"106623",55,109482,58436,839,119,1,18.7,24,0.45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"247548",57,38822,149240,466,49,1,6.73,24,0.2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"116495",60,33203,109475,589,28,2,15.51,48,0.81,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"37276",57,44610,196502,367,103,2,18.49,60,0.63,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"84632",69,96541,161490,533,7,3,22.17,12,0.38,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"230647",58,37143,49266,730,75,3,7.23,60,0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"77136",60,46521,166667,562,44,1,19.09,60,0.57,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"36004",56,75056,88395,622,95,1,10.39,36,0.6,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"47784",25,101904,10230,695,24,2,3.25,36,0.23,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"46098",53,135834,72553,627,48,3,18.41,24,0.45,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"231280",52,118578,146778,467,0,2,4.12,48,0.55,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"104359",39,45157,114333,812,52,1,5.33,24,0.11,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"164164",50,108692,170820,680,40,2,3.85,48,0.57,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"185030",28,134935,79801,476,27,4,17.68,60,0.23,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"102622",47,58454,142040,636,79,3,4.4,36,0.73,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"250040",59,138638,106005,756,94,2,22.19,24,0.83,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"96368",41,96735,55122,803,27,2,9.32,48,0.52,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"144650",45,23200,147294,344,34,4,17.92,12,0.75,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"117299",28,101662,132843,622,43,2,8.29,60,0.55,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"120606",48,51715,38605,780,61,2,12.42,48,0.78,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"119043",64,53444,205686,674,75,2,6.25,24,0.83,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"82277",63,75990,65531,612,99,1,23.5,12,0.86,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
